"latin","GridReference","StartDate","Year","GRIDREF_1KM_PREC"
"bombus vestalis","ST50283199",2014-07-11,2014,"ST5031"
"bombus vestalis","ST50283199",2014-07-11,2014,"ST5031"
"bombus vestalis","ST50283199",2014-07-11,2014,"ST5031"
"bombus rupestris","ST50283199",2014-07-11,2014,"ST5031"
"bombus bohemicus","ST50283199",2014-07-11,2014,"ST5031"
"bombus lucorum sensu lato","ST50283199",2014-07-11,2014,"ST5031"
"bombus lapidarius","ST50283199",2014-07-11,2014,"ST5031"
"bombus rupestris","ST50283199",2014-07-11,2014,"ST5031"
"bombus pratorum","ST50283199",2014-07-11,2014,"ST5031"
"bombus pascuorum","ST50283199",2014-07-11,2014,"ST5031"
"bombus pascuorum","ST50283199",2014-07-11,2014,"ST5031"
"bombus bohemicus","ST50283199",2014-07-11,2014,"ST5031"
"bombus pascuorum","ST50283199",2014-07-11,2014,"ST5031"
"bombus vestalis","ST50283199",2014-07-11,2014,"ST5031"
"bombus hypnorum","ST50283199",2014-07-11,2014,"ST5031"
"bombus lucorum/terrestris","ST50283199",2014-07-11,2014,"ST5031"
"bombus rupestris","ST50283199",2014-07-11,2014,"ST5031"
"bombus lucorum/terrestris","ST50283199",2014-07-11,2014,"ST5031"
"bombus bohemicus","ST50283199",2014-07-11,2014,"ST5031"
"bombus lapidarius","ST50283199",2014-07-11,2014,"ST5031"
"bombus sylvestris","ST50283199",2014-07-11,2014,"ST5031"
"bombus lucorum sensu lato","ST50143120",2014-07-11,2014,"ST5031"
"bombus vestalis","ST50143120",2014-07-11,2014,"ST5031"
"bombus bohemicus","ST50143120",2014-07-11,2014,"ST5031"
"bombus lapidarius","ST50143120",2014-07-11,2014,"ST5031"
"bombus pratorum","ST50143120",2014-07-11,2014,"ST5031"
"bombus pascuorum","ST50143120",2014-07-11,2014,"ST5031"
"bombus bohemicus","ST50143120",2014-07-11,2014,"ST5031"
"bombus bohemicus","ST50143120",2014-07-11,2014,"ST5031"
"bombus bohemicus","ST50143120",2014-07-11,2014,"ST5031"
"bombus vestalis","ST50143120",2014-07-11,2014,"ST5031"
"bombus terrestris","ST50143120",2014-07-11,2014,"ST5031"
"bombus bohemicus","ST50143120",2014-07-11,2014,"ST5031"
"bombus vestalis","ST50143120",2014-07-11,2014,"ST5031"
"bombus pratorum","ST50143120",2014-07-11,2014,"ST5031"
"bombus lucorum sensu lato","ST50143120",2014-07-11,2014,"ST5031"
"bombus pratorum","ST50143120",2014-07-11,2014,"ST5031"
"bombus terrestris","ST50143120",2014-07-11,2014,"ST5031"
"bombus lapidarius","ST50143120",2014-07-11,2014,"ST5031"
"bombus lucorum sensu lato","ST50143120",2014-07-11,2014,"ST5031"
"bombus vestalis","ST50143120",2014-07-11,2014,"ST5031"
"bombus lapidarius","ST50143120",2014-07-11,2014,"ST5031"
"bombus rupestris","ST50143120",2014-07-11,2014,"ST5031"
"bombus lucorum sensu lato","ST50143120",2014-07-11,2014,"ST5031"
"bombus sylvestris","ST50143120",2014-07-11,2014,"ST5031"
"bombus vestalis","ST50143120",2014-07-11,2014,"ST5031"
"bombus bohemicus","ST50143120",2014-07-11,2014,"ST5031"
"bombus rupestris","ST50143120",2014-07-11,2014,"ST5031"
"bombus vestalis","ST50143120",2014-07-11,2014,"ST5031"
"bombus bohemicus","ST50143120",2014-07-11,2014,"ST5031"
"bombus vestalis","ST50143120",2014-07-11,2014,"ST5031"
"bombus bohemicus","ST50143120",2014-07-11,2014,"ST5031"
"bombus lapidarius","ST50143120",2014-07-11,2014,"ST5031"
"bombus lucorum sensu lato","ST50143120",2014-07-11,2014,"ST5031"
"bombus lucorum sensu lato","ST50143120",2014-07-11,2014,"ST5031"
"bombus bohemicus","ST50143120",2014-07-11,2014,"ST5031"
"bombus vestalis","ST50143120",2014-07-11,2014,"ST5031"
"bombus lapidarius","ST50143120",2014-07-11,2014,"ST5031"
"bombus vestalis","ST50143120",2014-07-11,2014,"ST5031"
"bombus terrestris","ST50143120",2014-07-11,2014,"ST5031"
"bombus lucorum sensu lato","ST50143120",2014-07-11,2014,"ST5031"
"bombus lapidarius","ST50143120",2014-07-11,2014,"ST5031"
"bombus vestalis","ST50143120",2014-07-11,2014,"ST5031"
"bombus vestalis","ST50143120",2014-07-11,2014,"ST5031"
"bombus lapidarius","ST50143120",2014-07-11,2014,"ST5031"
"bombus lucorum sensu lato","ST50143120",2014-07-11,2014,"ST5031"
"bombus pascuorum","ST50143120",2014-07-11,2014,"ST5031"
"bombus bohemicus","ST50143120",2014-07-11,2014,"ST5031"
"bombus vestalis","ST50143120",2014-07-11,2014,"ST5031"
"bombus lucorum sensu lato","ST50143120",2014-07-11,2014,"ST5031"
"bombus pratorum","ST50143120",2014-07-11,2014,"ST5031"
"bombus terrestris","ST50143120",2014-07-11,2014,"ST5031"
"bombus lucorum sensu lato","ST50143120",2014-07-11,2014,"ST5031"
"bombus vestalis","ST50143120",2014-07-11,2014,"ST5031"
"bombus lucorum sensu lato","ST50143120",2014-07-11,2014,"ST5031"
"bombus lucorum sensu lato","ST50143120",2014-07-11,2014,"ST5031"
"bombus lucorum/terrestris","ST50143120",2014-07-11,2014,"ST5031"
"bombus lapidarius","ST50143120",2014-07-11,2014,"ST5031"
"bombus lucorum sensu lato","ST50143120",2014-07-11,2014,"ST5031"
"bombus lucorum sensu lato","ST50143120",2014-07-11,2014,"ST5031"
"bombus vestalis","ST50143120",2014-07-11,2014,"ST5031"
"bombus lapidarius","ST50143120",2014-07-11,2014,"ST5031"
"bombus lapidarius","ST50143120",2014-07-11,2014,"ST5031"
"bombus vestalis","ST50143120",2014-07-11,2014,"ST5031"
"bombus lapidarius","ST50143120",2014-07-11,2014,"ST5031"
"bombus lapidarius","ST50143120",2014-07-11,2014,"ST5031"
"bombus pascuorum","ST50143120",2014-07-11,2014,"ST5031"
"bombus pratorum","ST50143120",2014-07-11,2014,"ST5031"
"bombus pascuorum","ST46283960",2014-07-18,2014,"ST4639"
"bombus lucorum sensu lato","ST46283960",2014-07-18,2014,"ST4639"
"bombus pascuorum","ST46283960",2014-07-18,2014,"ST4639"
"bombus pascuorum","ST46283960",2014-07-18,2014,"ST4639"
"bombus lucorum sensu lato","ST46283960",2014-07-18,2014,"ST4639"
"bombus pratorum","ST46283960",2014-07-18,2014,"ST4639"
"bombus pratorum","ST46283960",2014-07-18,2014,"ST4639"
"bombus lucorum/terrestris","ST46283960",2014-07-18,2014,"ST4639"
"bombus lapidarius","ST46283960",2014-07-18,2014,"ST4639"
"bombus pratorum","ST46283960",2014-07-18,2014,"ST4639"
"bombus hypnorum","ST46283960",2014-07-18,2014,"ST4639"
"bombus pratorum","ST46283960",2014-07-18,2014,"ST4639"
"bombus pascuorum","ST46283960",2014-07-18,2014,"ST4639"
"bombus lucorum sensu lato","ST46283960",2014-07-18,2014,"ST4639"
"bombus pratorum","ST46283960",2014-07-18,2014,"ST4639"
"bombus hortorum","ST46283960",2014-07-18,2014,"ST4639"
"bombus pratorum","ST46283960",2014-07-18,2014,"ST4639"
"bombus pascuorum","ST46283960",2014-07-18,2014,"ST4639"
"bombus pratorum","ST46283960",2014-07-18,2014,"ST4639"
"bombus terrestris","ST443400",2014-07-10,2014,"ST4440"
"bombus hortorum","ST443400",2014-07-10,2014,"ST4440"
"bombus lucorum/terrestris","ST441392",2014-07-10,2014,"ST4439"
"bombus hypnorum","ST441392",2014-07-10,2014,"ST4439"
